id,name,description,price,stock_quantity,category_id
11153,ShopX fashion_bags_accessories Product 11153,ShopX catalog item in fashion_bags_accessories. Photos=5; weight_g=150.0.,24.9,11,32
11154,ShopX electronics Product 11154,ShopX catalog item in electronics. Photos=1; weight_g=327.0.,10.0,11,30
11155,ShopX market_place Product 11155,ShopX catalog item in market_place. Photos=3; weight_g=1175.0.,118.9,11,58
11156,ShopX audio Product 11156,ShopX catalog item in audio. Photos=2; weight_g=150.0.,15.9,11,8
11157,ShopX fashion_bags_accessories Product 11157,ShopX catalog item in fashion_bags_accessories. Photos=2; weight_g=100.0.,27.5,11,32
11158,ShopX electronics Product 11158,ShopX catalog item in electronics. Photos=1; weight_g=200.0.,17.99,12,30
11159,ShopX toys Product 11159,ShopX catalog item in toys. Photos=3; weight_g=650.0.,28.9,11,73
11160,ShopX toys Product 11160,ShopX catalog item in toys. Photos=2; weight_g=150.0.,15.7,11,73
11161,ShopX construction_tools_safety Product 11161,ShopX catalog item in construction_tools_safety. Photos=5; weight_g=9450.0.,189.0,11,23
11162,ShopX computers_accessories Product 11162,ShopX catalog item in computers_accessories. Photos=2; weight_g=300.0.,38.0,11,19
11163,ShopX housewares Product 11163,ShopX catalog item in housewares. Photos=1; weight_g=7350.0.,22.99,13,53
11164,ShopX watches_gifts Product 11164,ShopX catalog item in watches_gifts. Photos=5; weight_g=950.0.,89.0,12,74
11165,ShopX auto Product 11165,ShopX catalog item in auto. Photos=1; weight_g=250.0.,15.9,11,9
11166,ShopX home_appliances Product 11166,ShopX catalog item in home_appliances. Photos=1; weight_g=1150.0.,40.5,11,48
11167,ShopX stationery Product 11167,ShopX catalog item in stationery. Photos=6; weight_g=400.0.,129.9,11,70
11168,ShopX furniture_decor Product 11168,ShopX catalog item in furniture_decor. Photos=1; weight_g=1600.0.,239.0,11,43
11169,ShopX stationery Product 11169,ShopX catalog item in stationery. Photos=6; weight_g=7200.0.,120.0,11,70
11170,ShopX construction_tools_construction Product 11170,ShopX catalog item in construction_tools_construction. Photos=1; weight_g=20400.0.,390.0,11,21
11171,ShopX fashion_bags_accessories Product 11171,ShopX catalog item in fashion_bags_accessories. Photos=5; weight_g=50.0.,23.49,12,32
11172,ShopX health_beauty Product 11172,ShopX catalog item in health_beauty. Photos=1; weight_g=2350.0.,69.99,11,47
11173,ShopX sports_leisure Product 11173,ShopX catalog item in sports_leisure. Photos=1; weight_g=2950.0.,45.36,11,69
11174,ShopX construction_tools_construction Product 11174,ShopX catalog item in construction_tools_construction. Photos=1; weight_g=450.0.,24.99,12,21
11175,ShopX housewares Product 11175,ShopX catalog item in housewares. Photos=1; weight_g=585.0.,26.9,11,53
11176,ShopX home_appliances Product 11176,ShopX catalog item in home_appliances. Photos=1; weight_g=500.0.,51.45,11,48
11177,ShopX luggage_accessories Product 11177,ShopX catalog item in luggage_accessories. Photos=2; weight_g=150.0.,14.99,11,57
11178,ShopX bed_bath_table Product 11178,ShopX catalog item in bed_bath_table. Photos=1; weight_g=1350.0.,58.99,11,11
11179,ShopX fashion_underwear_beach Product 11179,ShopX catalog item in fashion_underwear_beach. Photos=2; weight_g=300.0.,24.99,11,37
11180,ShopX health_beauty Product 11180,ShopX catalog item in health_beauty. Photos=1; weight_g=700.0.,37.9,11,47
11181,ShopX garden_tools Product 11181,ShopX catalog item in garden_tools. Photos=2; weight_g=1100.0.,32.9,11,46
11182,ShopX auto Product 11182,ShopX catalog item in auto. Photos=3; weight_g=1900.0.,126.9,11,9
11183,ShopX home_appliances Product 11183,ShopX catalog item in home_appliances. Photos=1; weight_g=200.0.,143.75,11,48
11184,ShopX home_appliances Product 11184,ShopX catalog item in home_appliances. Photos=1; weight_g=14850.0.,32.6,11,48
11185,ShopX auto Product 11185,ShopX catalog item in auto. Photos=1; weight_g=3150.0.,460.0,11,9
11186,ShopX baby Product 11186,ShopX catalog item in baby. Photos=3; weight_g=1600.0.,170.0,11,10
11187,ShopX furniture_decor Product 11187,ShopX catalog item in furniture_decor. Photos=1; weight_g=3100.0.,41.89,11,43
11188,ShopX furniture_decor Product 11188,ShopX catalog item in furniture_decor. Photos=5; weight_g=750.0.,79.9,11,43
11189,ShopX telephony Product 11189,ShopX catalog item in telephony. Photos=1; weight_g=200.0.,72.0,11,72
11190,ShopX housewares Product 11190,ShopX catalog item in housewares. Photos=1; weight_g=350.0.,34.0,11,53
11191,ShopX sports_leisure Product 11191,ShopX catalog item in sports_leisure. Photos=1; weight_g=850.0.,72.23,11,69
11192,ShopX sports_leisure Product 11192,ShopX catalog item in sports_leisure. Photos=6; weight_g=1600.0.,149.9,11,69
11193,ShopX housewares Product 11193,ShopX catalog item in housewares. Photos=1; weight_g=6800.0.,119.0,11,53
11194,ShopX home_appliances_2 Product 11194,ShopX catalog item in home_appliances_2. Photos=3; weight_g=21800.0.,749.0,11,49
11195,ShopX fashion_underwear_beach Product 11195,ShopX catalog item in fashion_underwear_beach. Photos=11; weight_g=600.0.,52.0,11,37
11196,ShopX Other Product 11196,ShopX catalog item in Other. Photos=0; weight_g=1400.0.,21.1,11,1
11197,ShopX toys Product 11197,ShopX catalog item in toys. Photos=1; weight_g=5400.0.,479.9,11,73
11198,ShopX stationery Product 11198,ShopX catalog item in stationery. Photos=1; weight_g=100.0.,36.0,11,70
11199,ShopX housewares Product 11199,ShopX catalog item in housewares. Photos=1; weight_g=1150.0.,27.19,11,53
11200,ShopX Other Product 11200,ShopX catalog item in Other. Photos=0; weight_g=200.0.,23.8,12,1
11201,ShopX Other Product 11201,ShopX catalog item in Other. Photos=0; weight_g=150.0.,14.8,11,1
11202,ShopX market_place Product 11202,ShopX catalog item in market_place. Photos=1; weight_g=3500.0.,287.36,11,58
11203,ShopX watches_gifts Product 11203,ShopX catalog item in watches_gifts. Photos=1; weight_g=400.0.,285.6,11,74
11204,ShopX fixed_telephony Product 11204,ShopX catalog item in fixed_telephony. Photos=3; weight_g=800.0.,498.5,11,38
11205,ShopX bed_bath_table Product 11205,ShopX catalog item in bed_bath_table. Photos=2; weight_g=11400.0.,149.0,11,11
11206,ShopX bed_bath_table Product 11206,ShopX catalog item in bed_bath_table. Photos=2; weight_g=4000.0.,249.0,11,11
11207,ShopX auto Product 11207,ShopX catalog item in auto. Photos=1; weight_g=450.0.,159.49,11,9
11208,ShopX auto Product 11208,ShopX catalog item in auto. Photos=3; weight_g=150.0.,149.0,11,9
11209,ShopX air_conditioning Product 11209,ShopX catalog item in air_conditioning. Photos=3; weight_g=5100.0.,465.52,11,5
11210,ShopX sports_leisure Product 11210,ShopX catalog item in sports_leisure. Photos=4; weight_g=5400.0.,119.34,11,69
11211,ShopX stationery Product 11211,ShopX catalog item in stationery. Photos=2; weight_g=1500.0.,69.0,11,70
11212,ShopX health_beauty Product 11212,ShopX catalog item in health_beauty. Photos=4; weight_g=433.0.,99.99,11,47
11213,ShopX housewares Product 11213,ShopX catalog item in housewares. Photos=3; weight_g=1000.0.,46.9,11,53
11214,ShopX musical_instruments Product 11214,ShopX catalog item in musical_instruments. Photos=1; weight_g=950.0.,199.99,11,60
11215,ShopX sports_leisure Product 11215,ShopX catalog item in sports_leisure. Photos=4; weight_g=550.0.,39.99,11,69
11216,ShopX bed_bath_table Product 11216,ShopX catalog item in bed_bath_table. Photos=3; weight_g=3900.0.,299.9,11,11
11217,ShopX bed_bath_table Product 11217,ShopX catalog item in bed_bath_table. Photos=2; weight_g=900.0.,168.98,11,11
11218,ShopX pet_shop Product 11218,ShopX catalog item in pet_shop. Photos=2; weight_g=150.0.,53.0,11,64
11219,ShopX fashion_bags_accessories Product 11219,ShopX catalog item in fashion_bags_accessories. Photos=1; weight_g=450.0.,194.99,11,32
11220,ShopX furniture_decor Product 11220,ShopX catalog item in furniture_decor. Photos=1; weight_g=1550.0.,79.9,11,43
11221,ShopX bed_bath_table Product 11221,ShopX catalog item in bed_bath_table. Photos=1; weight_g=3300.0.,179.9,12,11
11222,ShopX perfumery Product 11222,ShopX catalog item in perfumery. Photos=1; weight_g=383.0.,179.9,11,63
11223,ShopX bed_bath_table Product 11223,ShopX catalog item in bed_bath_table. Photos=1; weight_g=1625.0.,134.9,11,11
11224,ShopX toys Product 11224,ShopX catalog item in toys. Photos=2; weight_g=760.0.,49.0,11,73
11225,ShopX baby Product 11225,ShopX catalog item in baby. Photos=7; weight_g=6650.0.,169.0,11,10
11226,ShopX home_comfort_2 Product 11226,ShopX catalog item in home_comfort_2. Photos=1; weight_g=1800.0.,109.99,11,50
11227,ShopX cool_stuff Product 11227,ShopX catalog item in cool_stuff. Photos=7; weight_g=50.0.,27.49,12,24
11228,ShopX sports_leisure Product 11228,ShopX catalog item in sports_leisure. Photos=2; weight_g=550.0.,59.0,11,69
11229,ShopX furniture_decor Product 11229,ShopX catalog item in furniture_decor. Photos=5; weight_g=9500.0.,646.2,11,43
11230,ShopX toys Product 11230,ShopX catalog item in toys. Photos=1; weight_g=6300.0.,325.5,11,73
11231,ShopX sports_leisure Product 11231,ShopX catalog item in sports_leisure. Photos=2; weight_g=1000.0.,99.9,12,69
11232,ShopX health_beauty Product 11232,ShopX catalog item in health_beauty. Photos=1; weight_g=2667.0.,250.0,11,47
11233,ShopX dvds_blu_ray Product 11233,ShopX catalog item in dvds_blu_ray. Photos=1; weight_g=200.0.,14.9,11,29
11234,ShopX health_beauty Product 11234,ShopX catalog item in health_beauty. Photos=1; weight_g=1100.0.,277.0,11,47
11235,ShopX arts_and_craftmanship Product 11235,ShopX catalog item in arts_and_craftmanship. Photos=1; weight_g=1025.0.,89.8,11,7
11236,ShopX bed_bath_table Product 11236,ShopX catalog item in bed_bath_table. Photos=1; weight_g=2250.0.,79.0,11,11
11237,ShopX musical_instruments Product 11237,ShopX catalog item in musical_instruments. Photos=1; weight_g=200.0.,15.9,11,60
11238,ShopX health_beauty Product 11238,ShopX catalog item in health_beauty. Photos=1; weight_g=150.0.,179.0,11,47
11239,ShopX computers_accessories Product 11239,ShopX catalog item in computers_accessories. Photos=2; weight_g=250.0.,12.99,11,19
11240,ShopX sports_leisure Product 11240,ShopX catalog item in sports_leisure. Photos=3; weight_g=400.0.,37.71,11,69
11241,ShopX sports_leisure Product 11241,ShopX catalog item in sports_leisure. Photos=1; weight_g=1050.0.,119.49,11,69
11242,ShopX art Product 11242,ShopX catalog item in art. Photos=1; weight_g=1700.0.,99.99,32,6
11243,ShopX watches_gifts Product 11243,ShopX catalog item in watches_gifts. Photos=2; weight_g=1100.0.,129.9,11,74
11244,ShopX garden_tools Product 11244,ShopX catalog item in garden_tools. Photos=4; weight_g=1100.0.,97.6,11,46
11245,ShopX toys Product 11245,ShopX catalog item in toys. Photos=1; weight_g=2450.0.,739.9,11,73
11246,ShopX auto Product 11246,ShopX catalog item in auto. Photos=6; weight_g=200.0.,90.0,11,9
11247,ShopX baby Product 11247,ShopX catalog item in baby. Photos=1; weight_g=28350.0.,549.0,11,10
11248,ShopX bed_bath_table Product 11248,ShopX catalog item in bed_bath_table. Photos=1; weight_g=550.0.,72.0,11,11
11249,ShopX auto Product 11249,ShopX catalog item in auto. Photos=3; weight_g=525.0.,179.49,12,9
11250,ShopX fashion_bags_accessories Product 11250,ShopX catalog item in fashion_bags_accessories. Photos=1; weight_g=200.0.,13.3,11,32
11251,ShopX health_beauty Product 11251,ShopX catalog item in health_beauty. Photos=1; weight_g=3500.0.,171.0,11,47
11252,ShopX watches_gifts Product 11252,ShopX catalog item in watches_gifts. Photos=3; weight_g=150.0.,189.0,11,74
11253,ShopX furniture_decor Product 11253,ShopX catalog item in furniture_decor. Photos=1; weight_g=900.0.,39.9,12,43
11254,ShopX furniture_decor Product 11254,ShopX catalog item in furniture_decor. Photos=1; weight_g=700.0.,59.0,12,43
11255,ShopX pet_shop Product 11255,ShopX catalog item in pet_shop. Photos=4; weight_g=2000.0.,29.9,11,64
11256,ShopX furniture_decor Product 11256,ShopX catalog item in furniture_decor. Photos=4; weight_g=2200.0.,119.9,11,43
11257,ShopX sports_leisure Product 11257,ShopX catalog item in sports_leisure. Photos=2; weight_g=1000.0.,29.99,11,69
11258,ShopX furniture_decor Product 11258,ShopX catalog item in furniture_decor. Photos=1; weight_g=1700.0.,89.9,11,43
11259,ShopX toys Product 11259,ShopX catalog item in toys. Photos=6; weight_g=400.0.,79.9,11,73
11260,ShopX toys Product 11260,ShopX catalog item in toys. Photos=2; weight_g=1000.0.,119.9,11,73
11261,ShopX toys Product 11261,ShopX catalog item in toys. Photos=5; weight_g=1260.0.,239.9,11,73
11262,ShopX garden_tools Product 11262,ShopX catalog item in garden_tools. Photos=1; weight_g=2450.0.,609.0,11,46
11263,ShopX garden_tools Product 11263,ShopX catalog item in garden_tools. Photos=1; weight_g=483.0.,44.5,11,46
11264,ShopX small_appliances Product 11264,ShopX catalog item in small_appliances. Photos=1; weight_g=800.0.,89.9,11,67
11265,ShopX health_beauty Product 11265,ShopX catalog item in health_beauty. Photos=2; weight_g=650.0.,29.4,12,47
11266,ShopX computers_accessories Product 11266,ShopX catalog item in computers_accessories. Photos=1; weight_g=500.0.,165.5,11,19
11267,ShopX computers_accessories Product 11267,ShopX catalog item in computers_accessories. Photos=1; weight_g=100.0.,59.9,11,19
11268,ShopX sports_leisure Product 11268,ShopX catalog item in sports_leisure. Photos=1; weight_g=3127.0.,159.9,11,69
11269,ShopX bed_bath_table Product 11269,ShopX catalog item in bed_bath_table. Photos=1; weight_g=717.0.,46.9,11,11
11270,ShopX housewares Product 11270,ShopX catalog item in housewares. Photos=2; weight_g=1550.0.,54.9,11,53
11271,ShopX sports_leisure Product 11271,ShopX catalog item in sports_leisure. Photos=1; weight_g=750.0.,82.76,11,69
11272,ShopX pet_shop Product 11272,ShopX catalog item in pet_shop. Photos=4; weight_g=1600.0.,125.0,11,64
11273,ShopX Other Product 11273,ShopX catalog item in Other. Photos=0; weight_g=8050.0.,84.99,11,1
11274,ShopX housewares Product 11274,ShopX catalog item in housewares. Photos=5; weight_g=8350.0.,85.0,11,53
11275,ShopX garden_tools Product 11275,ShopX catalog item in garden_tools. Photos=4; weight_g=2500.0.,105.99,12,46
11276,ShopX housewares Product 11276,ShopX catalog item in housewares. Photos=5; weight_g=1550.0.,54.16,11,53
11277,ShopX stationery Product 11277,ShopX catalog item in stationery. Photos=1; weight_g=733.0.,84.9,11,70
11278,ShopX bed_bath_table Product 11278,ShopX catalog item in bed_bath_table. Photos=2; weight_g=350.0.,52.64,11,11
11279,ShopX small_appliances Product 11279,ShopX catalog item in small_appliances. Photos=1; weight_g=650.0.,46.9,11,67
11280,ShopX housewares Product 11280,ShopX catalog item in housewares. Photos=1; weight_g=24850.0.,44.0,11,53
11281,ShopX cool_stuff Product 11281,ShopX catalog item in cool_stuff. Photos=1; weight_g=2000.0.,199.0,11,24
11282,ShopX toys Product 11282,ShopX catalog item in toys. Photos=3; weight_g=2300.0.,55.9,11,73
11283,ShopX furniture_decor Product 11283,ShopX catalog item in furniture_decor. Photos=2; weight_g=600.0.,59.9,11,43
11284,ShopX toys Product 11284,ShopX catalog item in toys. Photos=4; weight_g=300.0.,49.9,15,73
11285,ShopX health_beauty Product 11285,ShopX catalog item in health_beauty. Photos=2; weight_g=250.0.,25.9,11,47
11286,ShopX health_beauty Product 11286,ShopX catalog item in health_beauty. Photos=1; weight_g=2638.0.,269.45,11,47
11287,ShopX housewares Product 11287,ShopX catalog item in housewares. Photos=3; weight_g=435.0.,24.75,11,53
11288,ShopX housewares Product 11288,ShopX catalog item in housewares. Photos=3; weight_g=1250.0.,89.0,11,53
11289,ShopX furniture_decor Product 11289,ShopX catalog item in furniture_decor. Photos=1; weight_g=1650.0.,99.85,11,43
11290,ShopX toys Product 11290,ShopX catalog item in toys. Photos=2; weight_g=355.0.,32.89,11,73
11291,ShopX auto Product 11291,ShopX catalog item in auto. Photos=3; weight_g=1000.0.,64.8,11,9
11292,ShopX stationery Product 11292,ShopX catalog item in stationery. Photos=7; weight_g=700.0.,169.9,11,70
11293,ShopX auto Product 11293,ShopX catalog item in auto. Photos=1; weight_g=7500.0.,377.0,11,9
11294,ShopX health_beauty Product 11294,ShopX catalog item in health_beauty. Photos=2; weight_g=350.0.,139.0,11,47
11295,ShopX sports_leisure Product 11295,ShopX catalog item in sports_leisure. Photos=1; weight_g=1200.0.,13.65,11,69
11296,ShopX pet_shop Product 11296,ShopX catalog item in pet_shop. Photos=5; weight_g=650.0.,119.0,11,64
11297,ShopX bed_bath_table Product 11297,ShopX catalog item in bed_bath_table. Photos=1; weight_g=3000.0.,140.0,11,11
11298,ShopX watches_gifts Product 11298,ShopX catalog item in watches_gifts. Photos=1; weight_g=400.0.,389.9,11,74
11299,ShopX watches_gifts Product 11299,ShopX catalog item in watches_gifts. Photos=3; weight_g=200.0.,49.0,11,74
11300,ShopX auto Product 11300,ShopX catalog item in auto. Photos=1; weight_g=8200.0.,38.0,11,9
11301,ShopX cool_stuff Product 11301,ShopX catalog item in cool_stuff. Photos=1; weight_g=1000.0.,114.4,11,24
11302,ShopX furniture_decor Product 11302,ShopX catalog item in furniture_decor. Photos=1; weight_g=300.0.,27.0,11,43
11303,ShopX health_beauty Product 11303,ShopX catalog item in health_beauty. Photos=3; weight_g=400.0.,199.65,11,47
11304,ShopX sports_leisure Product 11304,ShopX catalog item in sports_leisure. Photos=1; weight_g=22700.0.,217.45,11,69
